Index	Sentence	Entity	Character Offsets	cause/effect	GOLD Flat Grounding	Current Flat Grounding	Flat Correct?	GOLD Concept Grounding	Current Concept Grounding	Concept Correct?	GOLD Process Grounding	Current Process Grounding	Process Correct?	GOLD Property Grounding	Current Property Grounding	Property Correct?	Notes	
1	Fuel price trends in FEWS NET countries will depend on both international market conditions, the evolution of local exchange rates in relation to the U.S. Dollar, and the design and implementation of local fuel import and price policies.	price	(5,10)	cause	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/price_or_cost/	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/price_or_cost/	true	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/market/fuel	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/market/, wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/market/revenue, wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/currency	false	wm_compositional/process/trend	None	false	wm_compositional/property/price	wm_compositional/property/price	true
1	Fuel price trends in FEWS NET countries will depend on both international market conditions, the evolution of local exchange rates in relation to the U.S. Dollar, and the design and implementation of local fuel import and price policies.	import	(211,217)	effect	wm/concept/causal_factor/economic_and_commerce/economic_activity/cross_border_trade/import/	wm/concept/causal_factor/economic_and_commerce/economic_activity/cross_border_trade/import/	true	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/market/fuel	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/market/fuel	true	wm_compositional/process/economic/import	wm_compositional/process/economic/import	true	None	None	true
2	Our Ethiopian site is a key asset for the business as it has the potential to be a significant catalyst for future growth.	is a key asset for the business as it has the potential to be a significant catalyst for future growth	(19,121)	effect	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/assets	wm/concept/causal_factor/interventions/provision_of_goods_and_services/food_for_assets, wm/concept/causal_factor/interventions/provision_of_goods_and_services/provision_of_credit_and_training_for_income_generation, wm/concept/causal_factor/interventions/provision_of_goods_and_services/cash_for_assets, wm/concept/causal_factor/interventions/provision_of_goods_and_services/public_information_campaigns_on_explosive_hazards, wm/concept/causal_factor/interventions/provision_of_goods_and_services/cash_for_work	false	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/market/assets	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/market/assets	true	None	wm_compositional/process/management/, wm_compositional/process/management/management, wm_compositional/process/management/, wm_compositional/process/management/management, wm_compositional/process/economic/transaction	false	None	None	true
3	Because of recurrent drought , the number of cattle in the area has also been in decline , rendering most pastoralists to be less well of which again further weakening the traditional risk distribution systems .	recurrent drought	(11,28)	cause	wm/concept/causal_factor/crisis_and_disaster/environmental_disasters/natural_disaster/drought	wm/concept/causal_factor/crisis_and_disaster/environmental_disasters/natural_disaster/drought	true	wm_compositional/concept/causal_factor/crisis_and_disaster/environmental_disasters/natural_disaster/drought	wm_compositional/concept/causal_factor/environment/precipitation/drought, wm_compositional/concept/causal_factor/crisis_and_disaster/crisis/environmental_factor/natural_disaster/drought, wm_compositional/concept/causal_factor/indicator_and_reported_property/weather/rainfall, wm_compositional/concept/causal_factor/health_and_life/famine, wm_compositional/concept/causal_factor/time/temporal/season	false	wm_compositional/process/environment/climate_change	wm_compositional/process/environment/climate_change	true	None	None	true
3	Because of recurrent drought , the number of cattle in the area has also been in decline , rendering most pastoralists to be less well of which again further weakening the traditional risk distribution systems .	number of cattle in the area	(35,63)	effect	wm/concept/causal_factor/agriculture/livestock_production	wm/concept/causal_factor/agriculture/livestock_production	true	wm_compositional/concept/causal_factor/agriculture/livestock	wm_compositional/concept/causal_factor/agriculture/livestock	true	None	wm_compositional/process/agriculture/	false	wm_compositional/property/supply	None	false
4	While acute food insecurity may require short-term interventions that address immediate causes , interventions tackling root causes may also be important to prevent repeated transitory acute food insecurity , which may lead to chronic food insecurity .	repeated transitory acute food insecurity	(165,206)	cause	wm/concept/causal_factor/crisis_and_disaster/famine, wm/concept/causal_factor/food_insecurity/	wm/concept/causal_factor/crisis_and_disaster/famine	true	wm_compositional/concept/causal_factor/crisis_and_disaster/famine, wm_compositional/concept/causal_factor/entity/food	wm_compositional/concept/causal_factor/social_and_political/humanitarian/food, wm_compositional/concept/causal_factor/social_and_political/humanitarian/food, wm_compositional/concept/causal_factor/social_and_political/humanitarian/food, wm_compositional/concept/causal_factor/social_and_political/security/physical_insecurity, wm_compositional/concept/causal_factor/intervention/provision of goods and services/provide food	false	None	wm_compositional/process/conflict/, wm_compositional/process/economic/consumption, wm_compositional/process/economic/consumption, wm_compositional/process/economic/consumption	false	wm_compositional/property/insecurity	wm_compositional/property/insecurity	true
4	While acute food insecurity may require short-term interventions that address immediate causes , interventions tackling root causes may also be important to prevent repeated transitory acute food insecurity , which may lead to chronic food insecurity .	chronic food insecurity	(227,250)	effect	wm/concept/causal_factor/crisis_and_disaster/famine, wm/concept/causal_factor/food_insecurity/	wm/concept/causal_factor/food_insecurity/	true	wm_compositional/concept/causal_factor/crisis_and_disaster/famine, wm_compositional/concept/causal_factor/entity/food	wm_compositional/concept/causal_factor/social_and_political/humanitarian/food, wm_compositional/concept/causal_factor/social_and_political/humanitarian/food, wm_compositional/concept/causal_factor/social_and_political/humanitarian/food, wm_compositional/concept/causal_factor/social_and_political/security/physical_insecurity, wm_compositional/concept/causal_factor/intervention/provision of goods and services/provide food	false	None	wm_compositional/process/conflict/, wm_compositional/process/economic/consumption, wm_compositional/process/economic/consumption, wm_compositional/process/economic/consumption	false	wm_compositional/property/insecurity	wm_compositional/property/insecurity	true
5	Not surprisingly given the results of Table 5.1, cash transfers have no effect on the prices of the five grains sold in local markets: wheat, maize, teff, sorghum, and barley.	cash transfers	(49,63)	cause	wm/concept/causal_factor/interventions/provision_of_goods_and_services/cash_transfer	wm/concept/causal_factor/interventions/provision_of_goods_and_services/cash_transfer	true	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/currency	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/currency	true	wm_compositional/process/economic/transaction	wm_compositional/process/economic/transaction	true	None	None	true
5	Not surprisingly given the results of Table 5.1, cash transfers have no effect on the prices of the five grains sold in local markets: wheat, maize, teff, sorghum, and barley.	no effect on the prices of the five grains sold in local markets: wheat, maize, teff, sorghum, and barley	(69,174)	effect	wm/concept/causal_factor/economic/economic_activity/market/crop_price	wm/concept/causal_factor/agriculture/crop_production, wm/concept/causal_factor/economic_and_commerce/economic_activity/market/price_or_cost/crop_price, wm/concept/causal_factor/economic_and_commerce/economic_activity/market/demand/food_demand, wm/concept/causal_factor/economic_and_commerce/economic_activity/market/price_or_cost/food_price, wm/concept/causal_factor/economic_and_commerce/economic_activity/market/supply/food_supply	false	wm_compositional/concept/causal_factor/agriculture/crop	wm_compositional/concept/causal_factor/agriculture/crop	true	None	wm_compositional/process/agriculture/harvesting	false	wm_compositional/proprety/price	None	false
6	USAID encourages cash donations because they allow aid professionals to procure the exact items needed (often in the affected region); reduce the burden on scarce resources (such as transportation routes, staff time, and warehouse space); can be transferred very quickly and without transportation costs; support the economy of the disaster-stricken region; and ensure culturally, dietary, and environmentally appropriate assistance.	USAID encourages cash donations because they allow aid professionals	(0,68)	effect	wm/concept/causal_factor/interventions/provision_of_goods_and_services/cash_transfer	wm/concept/causal_factor/interventions/provision_of_goods_and_services/cash_transfer	true	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/currency	None	false	wm_compositional/process/economic/transaction	None	false	None	None	true
7	First and foremost , sustaining the reform programs is cited as the main reason for lagging service-delivery quality in the public sector .	sustaining the reform programs	(21,51)	cause	wm/concept/causal_factor/interventions/institutional_support/prison_system_reform, wm/concept/entity/organization, wm/concept/entity/government_entity	wm/concept/causal_factor/interventions/institutional_support/prison_system_reform	true	wm/concept/causal_factor/interventions/institutional_support/prison_system_reform, wm/concept/entity/organization, wm/concept/entity/government_entity	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/livelihood	false	wm_compositional/process/management/conservation, wm_compositional/process/management/management	wm_compositional/process/management/conservation	true	None	None	true
8	Nam, an economist-turned-politician, died of complications from testicular cancer on May 18.	complications	(45,58)	cause	wm/concept/causal_factor/health_and_life/disease/symptoms_and_complications	wm/concept/causal_factor/health_and_life/disease/human_disease, wm/concept/causal_factor/health_and_life/disease/, wm/concept/causal_factor/health_and_life/treatment/health_treatment, wm/concept/causal_factor/interventions/provision_of_goods_and_services/therapeutic_feeding, wm/concept/causal_factor/health_and_life/birth	false	wm_compositional/concept/causal_factor/health_and_life/symptoms_and_complications	wm_compositional/concept/causal_factor/health_and_life/treatment/procedures, wm_compositional/concept/causal_factor/health_and_life/death, wm_compositional/concept/causal_factor/health_and_life/disease/, wm_compositional/concept/causal_factor/health_and_life/treatment/health_treatment, wm_compositional/concept/causal_factor/health_and_life/disease/human_disease	false	None	wm_compositional/process/agriculture/failure	false	None	None	true
8	Nam, an economist-turned-politician, died of complications from testicular cancer on May 18.	died	(37,41)	effect	wm/concept/causal_factor/health_and_life/death	wm/concept/causal_factor/health_and_life/death	true	wm_compositional/concept/causal_factor/health_and_life/death	wm_compositional/concept/causal_factor/health_and_life/death	true	None	wm_compositional/process/agriculture/failure	false	None	None	true
10	Conflict and widespread insecurity impact the humanitarian situation negatively and hamper humanitarian organizations from carrying out their activities in the deep field.	Conflict	(0,8)	cause	wm/concept/causal_factor/social_and_political/conflict/	wm/concept/causal_factor/social_and_political/conflict/	true	wm_compositional/concept/causal_factor/social_and_political/security/conflict/	wm_compositional/concept/causal_factor/social_and_political/security/conflict/	true	wm_compositional/process/conflict/	wm_compositional/process/conflict/	true	None	None	true
12	The AUC Chairperson regretted that conflicts have created unsafe conditions for the creation of jobs, making it difficult for countries to achieve vibrant economies to create gainful employment.	conflicts	(35,44)	cause	wm/concept/causal_factor/social_and_political/conflict/	wm/concept/causal_factor/social_and_political/conflict/	true	wm_compositional/concept/causal_factor/social_and_political/security/conflict/	wm_compositional/concept/causal_factor/social_and_political/security/conflict/	true	wm_compositional/process/conflict/	wm_compositional/process/conflict/	true	None	None	true
12	The AUC Chairperson regretted that conflicts have created unsafe conditions for the creation of jobs, making it difficult for countries to achieve vibrant economies to create gainful employment.	unsafe conditions	(58,75)	effect	wm/concept/causal_factor/social_and_political/threat/physical_insecurity	wm/concept/causal_factor/social_and_political/threat/physical_insecurity	true	wm_compositional/concept/causal_factor/social_and_political/threat/physical_insecurity	wm_compositional/concept/causal_factor/crisis_and_disaster/crisis/weather_issue/, wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/market/labor_market, wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/livelihood, wm_compositional/concept/causal_factor/crisis_and_disaster/crisis/weather_issue/cold_temperature, wm_compositional/concept/causal_factor/indicator_and_reported_property/weather/	false	None	wm_compositional/process/environment/, wm_compositional/process/management/development, wm_compositional/process/	false	wm_compositional/property/safety	None	false
13	He said it did not contradict African Union policy of no recognition for leaders who take power by force, since both men were taking measures to ensure free and transparent elections.	power	(90,95)	effect	wm/concept/causal_factor/social_and_political/political/political_instability	wm/concept/causal_factor/social_and_political/political/political_instability	true	wm_compositional/concept/causal_factor/social_and_political/political/political_instability	wm_compositional/concept/causal_factor/social_and_political/political/political_instability	true	None	None	true	None	None	true
14	Below-average demand for labor is also likely to lead to less income from wage labor for agricultural laborers .	Below-average demand for labor	(0,30)	cause	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/demand/	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/demand/	true	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/market/labor_market	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/market/labor_market	true	None	wm_compositional/process/access/shortage, wm_compositional/process/economic/, wm_compositional/process/economic/consumption, wm_compositional/process/economic/inflation, wm_compositional/process/economic/	false	wm_compositional/property/demand	wm_compositional/property/demand	true
14	Below-average demand for labor is also likely to lead to less income from wage labor for agricultural laborers .	less income from wage labor for agricultural laborers	(57,110)	effect	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/revenue/farmer_income	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/revenue/farmer_income	true	wm_compositional/concept/causal_factor/economic_and_commerce/economic_activity/market/revenue/farmer_income	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/market/revenue, wm_compositional/concept/causal_factor/social_and_political/government/tax_duty, wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/market/labor_market, wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/market/assets, wm_compositional/concept/causal_factor/intervention/provision of goods and services/provide cash	false	wm_compositional/process/economic/depreciation	wm_compositional/process/economic/depreciation	true	None	None	true
15	In Senegal , prices of sorghum and maize remained relatively stable in July and around their year-earlier levels mainly reflecting significant volume of imports , while those of millet generally increased and were higher than in July last year due to the reduced output in 2016 and lower imports .	lower imports	(282,295)	cause	wm/concept/causal_factor/economic_and_commerce/economic_activity/cross_border_trade/import/	wm/concept/causal_factor/economic_and_commerce/economic_activity/cross_border_trade/import/	true	wm_compositional/concept/causal_factor/economic_and_commerce/economic_activity/cross_border_trade/import/	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/goods, wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/market/fuel	false	wm_compositional/process/economic/import	wm_compositional/process/economic/import	true	wm_compositional/property/trend	None	false
15	In Senegal , prices of sorghum and maize remained relatively stable in July and around their year-earlier levels mainly reflecting significant volume of imports , while those of millet generally increased and were higher than in July last year due to the reduced output in 2016 and lower imports .	imports	(153,160)	effect	wm/concept/causal_factor/economic_and_commerce/economic_activity/cross_border_trade/import/	wm/concept/causal_factor/economic_and_commerce/economic_activity/cross_border_trade/import/	true	wm_compositional/concept/causal_factor/economic_and_commerce/economic_activity/cross_border_trade/import/	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/goods, wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/market/fuel	false	wm_compositional/process/economic/import	wm_compositional/process/economic/import	true	None	None	true
16	 The ability of the drought affected population to meet their own food needs is very , very limited ,  World Food Programme ( WFP ) chief for Ethiopia John Aylieff said in Addis Ababa .	the drought	(17,28)	cause	wm/concept/causal_factor/crisis_and_disaster/environmental_disasters/natural_disaster/drought	wm/concept/causal_factor/crisis_and_disaster/environmental_disasters/natural_disaster/drought	true	wm_compositional/concept/causal_factor/crisis_and_disaster/environmental_disasters/natural_disaster/drought	wm_compositional/concept/causal_factor/social_and_political/security/physical_insecurity, wm_compositional/concept/causal_factor/entity/person_and_group/population, wm_compositional/concept/causal_factor/intervention/humanitarian assistance, wm_compositional/concept/causal_factor/health_and_life/disease/plant_disease/, wm_compositional/concept/causal_factor/indicator_and_reported_property/conflict/population displacement	false	None	wm_compositional/process/migration/displacement, wm_compositional/process/migration/migration, wm_compositional/process/agriculture/failure	false	None	None	true
16	 The ability of the drought affected population to meet their own food needs is very , very limited ,  World Food Programme ( WFP ) chief for Ethiopia John Aylieff said in Addis Ababa .	their own food needs	(57,77)	effect	wm/concept/causal_factor/food_security/	wm/concept/causal_factor/interventions/provision_of_goods_and_services/food_for_work, wm/concept/causal_factor/health_and_life/basic_needs, wm/concept/causal_factor/food_insecurity/food_nonaccess, wm/concept/causal_factor/interventions/provision_of_goods_and_services/food_for_assets, wm/concept/causal_factor/interventions/provision_of_goods_and_services/child_friendly_learning_spaces	false	wm_compositional/concept/causal_factor/entity/food	wm_compositional/concept/causal_factor/intervention/institutional support/protection/capacity building human right, wm_compositional/concept/causal_factor/entity/person_and_group/, wm_compositional/concept/causal_factor/intervention/provision of goods and services/education/child friendly learning spaces	false	wm_compositional/process/management/development	None	false	wm_compositional/property/demand, wm_compositional/property/insecurity, wm_compositional/property/intake	None	false
17	KIs reported that this increase may be partly due to greater access to food, which may have increased household resources to spend on purchasing cattle.	this increase	(18,31)	cause	wm/concept/causal_factor/trend	wm/concept/causal_factor/trend	true	None	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/market/revenue, wm_compositional/concept/causal_factor/intervention/provision of goods and services/provide moving of houseHolds, wm_compositional/concept/causal_factor/intervention/institutional support/protection/capacity building human right, wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/market/labor_market, wm_compositional/concept/causal_factor/intervention/provision of goods and services/provide cash	false	None	wm_compositional/process/economic/consumption, wm_compositional/process/economic/, wm_compositional/process/migration/migration	false	wm_compositional/property/trend	None	false
17	KIs reported that this increase may be partly due to greater access to food, which may have increased household resources to spend on purchasing cattle.	greater access	(53,67)	effect	wm/concept/causal_factor/food_security/food_acess	wm/concept/causal_factor/access/, wm/concept/causal_factor/access/infrastructure_access/, wm/concept/causal_factor/access/market_access, wm/concept/causal_factor/access/infrastructure_access/road_access, wm/concept/causal_factor/food_security/food_access	false	wm_compositional/concept/causal_factor/entity/food	wm_compositional/concept/causal_factor/social_and_political/humanitarian/food, wm_compositional/concept/causal_factor/intervention/provision of goods and services/provide food, wm_compositional/concept/causal_factor/intervention/provision of goods and services/nutrition/, wm_compositional/concept/causal_factor/social_and_political/humanitarian/basic_services, wm_compositional/concept/causal_factor/infrastructure/road	false	wm_compositional/process/access/	wm_compositional/process/access/	true	None	None	true
18	UK will do every thing possible toward boosting trade exchange among the African nations, which is slowing down at present due to the current financial crisis, Brown said.	to the current financial crisis, Brown	(127,165)	cause	wm/concept/causal_factor/crisis_and_disaster/economic/economic_crisis	wm/concept/causal_factor/crisis_and_disaster/economic/economic_crisis	true	wm_compositional/concept/causal_factor/crisis_and_disaster/economic/economic_crisis	wm_compositional/concept/causal_factor/agriculture/crop	false	None	None	true	None	None	true
19	Edwards cited aid agencies inside Somalia as saying they remain concerned about landmines and other security threats which are making access extremely dangerous.	other security threats which are making access extremely dangerous	(94,160)	cause	wm/concept/causal_factor/social_and_political/threat/physical_insecurity	wm/concept/causal_factor/interventions/provision_of_goods_and_services/public_information_campaigns_on_explosive_hazards, wm/concept/causal_factor/interventions/information_services/food_security_or_famine_early_warning_system, wm/concept/causal_factor/health_and_life/basic_needs, wm/concept/causal_factor/access/infrastructure_access/road_access, wm/concept/causal_factor/interventions/provision_of_goods_and_services/public_health_information_campaign	false	wm_compositional/concept/causal_factor/social_and_political/threat/physical_insecurity	wm_compositional/concept/causal_factor/social_and_political/security/, wm_compositional/concept/causal_factor/social_and_political/security/conflict/terrorism, wm_compositional/concept/causal_factor/social_and_political/security/conflict/war, wm_compositional/concept/causal_factor/intervention/institutional support/protection/, wm_compositional/concept/causal_factor/social_and_political/government/regulation	false	None	wm_compositional/process/conflict/attack, wm_compositional/process/access/, wm_compositional/process/access/access	false	wm_compositional/property/insecurity	wm_compositional/property/security	false
19	Edwards cited aid agencies inside Somalia as saying they remain concerned about landmines and other security threats which are making access extremely dangerous.	access	(134,140)	effect	wm/concept/causal_factor/access/	wm/concept/causal_factor/access/	true	None	wm_compositional/concept/causal_factor/social_and_political/humanitarian/basic_services, wm_compositional/concept/causal_factor/infrastructure/road, wm_compositional/concept/causal_factor/intervention/provision of goods and services/provide veterinary service, wm_compositional/concept/causal_factor/intervention/provision of goods and services/provide fishing tool, wm_compositional/concept/causal_factor/intervention/provision of goods and services/provide cash	false	wm_compositional/process/access/	wm_compositional/process/access/	true	None	None	true
20	These groups that were beneficiaries of the system during the times of the military rule have been searching for means to destabilize the country in response to their defeat in the battle field and the subsequent loss of political power.	their defeat in the battle field	(161,193)	cause	wm/concept/causal_factor/social_and_political/conflict/attack	wm/concept/causal_factor/social_and_political/conflict/attack	true	wm_compositional/concept/causal_factor/social_and_political/conflict/war	wm_compositional/concept/causal_factor/social_and_political/security/conflict/war, wm_compositional/concept/causal_factor/social_and_political/security/conflict/hostility	false	wm_compositional/process/conflict/attack	wm_compositional/process/conflict/attack	true	None	None	true
20	These groups that were beneficiaries of the system during the times of the military rule have been searching for means to destabilize the country in response to their defeat in the battle field and the subsequent loss of political power.	for means to destabilize the country in response to their defeat in the battle field	(109,193)	effect	wm/concept/causal_factor/social_and_political/political/political_instability	wm/concept/causal_factor/social_and_political/political/political_instability	true	wm_compositional/concept/causal_factor/social_and_political/political/political_instability	wm_compositional/concept/causal_factor/intervention/provision of goods and services/provide moving of houseHolds, wm_compositional/concept/causal_factor/intervention/institutional support/protection/capacity building human right, wm_compositional/concept/causal_factor/health_and_life/basic_needs, wm_compositional/concept/causal_factor/intervention/provision of goods and services/provide cash, wm_compositional/concept/causal_factor/intervention/provision of goods and services/provide farming tool	false	None	wm_compositional/process/migration/migration, wm_compositional/process/	false	wm_compositional/property/instability	None	false
21	Prepare for and respond to other humanitarian shocks - natural disasters , conflict restore livelihoods reduce morbidity due to drought and acute food .	livelihoods	(92,103)	effect	wm/concept/causal_factor/economic_and_commerce/economic_activity/livelihood/	wm/concept/causal_factor/economic_and_commerce/economic_activity/livelihood/	true	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/livelihood	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/livelihood	true	None	wm_compositional/process/management/conservation, wm_compositional/process/agriculture/, wm_compositional/process/environment/climate_change, wm_compositional/process/environment/forestry	false	wm_compositional/property/insecurity	None	false
22	Eight ethnic Oromos and three Amharas were killed in the Buno Bedele zone of the Oromia region in violence perpetrated by bodies that are trying to sabotage the peace building process that we are embarking on,  Addis Arega, spokesman of the Oromia region, said in a Facebook post.	to sabotage the peace building process that we are embarking on	(146,209)	effect	wm/concept/causal_factor/social_and_political/conflict/hostility	wm/concept/causal_factor/interventions/institutional_support/capacity_building_of_national_authorities_on_human_rights, wm/concept/causal_factor/interventions/construction_of_infrastructure/building_long_term_roads, wm/concept/causal_factor/interventions/building_construction/creation_of_temporary_water_points, wm/concept/causal_factor/interventions/peacekeeping_and_security/conflict_mediation_and_political_dialogue, wm/concept/causal_factor/interventions/information_services/food_security_or_famine_early_warning_system	false	wm_compositional/concept/causal_factor/social_and_political/conflict/hostility	None	false	None	None	true	None	None	true
25	Uganda s draft climate change policy is supported by an implementation strategy that costs $258 million per year compared with current public spending in the region of $25 million per year.	policy	(30,36)	effect	wm/concept/causal_factor/social_and_political/government/regulation	wm/concept/causal_factor/social_and_political/government/regulation	true	wm_compositional/concept/causal_factor/social_and_political/government/regulation	wm_compositional/concept/causal_factor/social_and_political/government/regulation	true	None	wm_compositional/process/migration/migration, wm_compositional/process/economic/, wm_compositional/process/economic/, wm_compositional/process/environment/, wm_compositional/process/environment/pollution	false	None	None	true
26	It's very hard to go and take a picture of a field of crops that's dying and compel people to give money, " said Cabot Venton, an independent consultant who has worked extensively with aid agencies in Ethiopia.	compel people to give money	(77,104)	cause	wm/concept/causal_factor/interventions/provision_of_goods_and_services/cash_transfer	wm/concept/causal_factor/interventions/provision_of_goods_and_services/cash_transfer	true	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/currency	wm_compositional/concept/causal_factor/social_and_political/political/sanction	false	None	None	true	None	None	true
26	It's very hard to go and take a picture of a field of crops that's dying and compel people to give money, " said Cabot Venton, an independent consultant who has worked extensively with aid agencies in Ethiopia.	people to give money	(84,104)	effect	wm/concept/causal_factor/interventions/provision_of_goods_and_services/cash_transfer	wm/concept/causal_factor/interventions/provision_of_goods_and_services/cash_transfer	true	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/currency	wm_compositional/concept/causal_factor/intervention/provision of goods and services/provide cash, wm_compositional/concept/causal_factor/health_and_life/basic_needs, wm_compositional/concept/causal_factor/intervention/provision of goods and services/provide moving of houseHolds, wm_compositional/concept/causal_factor/intervention/provision of goods and services/provide seed, wm_compositional/concept/causal_factor/intervention/provision of goods and services/provide food	false	None	wm_compositional/process/migration/immigration, wm_compositional/process/migration/emigration	false	None	None	true
